time,AVG(avg_bikes),AVG(avg_fill_ratio),AVG(median_bikes)
12:08,8.59395784428795,0.29850887012321253,5.0
12:09,8.670141526687487,0.30096984098927404,5.5
12:10,12.364782340081742,0.3896655219896241,9.0
12:11,13.759690642010648,0.4163900376945434,9.0
12:12,11.963930348258707,0.3588690102399776,8.0
12:13,15.585480093676814,0.4586845931335244,12.0
12:14,16.828318584070797,0.4748718982974273,12.0
12:52,0.75,0.02551724137931035,1.0
12:58,3.75,0.11349862258953167,4.0
13:01,3.262019230769231,0.11054808277962341,1.0
13:02,3.8157894736842106,0.13134138281736318,2.0
13:03,6.408026755852843,0.21735409141504478,5.0
13:04,4.23291292041292,0.1469944127168049,2.5
13:05,4.956726555652936,0.17743379582124705,2.5
13:06,5.154836810654783,0.18079492835020117,3.5
13:07,6.515048224624838,0.24512586809034556,4.5
13:08,8.645204137530115,0.3006776760475326,5.5
13:09,8.281767038080302,0.2809611652743461,5.0
13:10,11.738838665152873,0.35693263024392224,7.5
13:11,13.483299909384513,0.4139011492558797,9.5
13:12,11.873372219207813,0.37236503784474473,9.0
13:13,15.330320150659134,0.4443974692938324,11.0
13:14,16.33594323464644,0.48199881058217775,12.0
13:49,17.892857142857142,0.8140495867768593,17.0
14:01,4.066964285714286,0.16568840579710142,4.5
14:02,1.842687074829932,0.06825259113506825,1.0
14:03,6.359375,0.22149958432640554,4.0
14:04,3.640249177749178,0.12942710496054544,2.0
14:05,4.3463687428049695,0.15919924737756508,2.5
14:06,5.361023881564728,0.19486940919627943,3.0
14:07,5.99142186227057,0.21303823038272623,3.5
14:08,7.976219772025141,0.29014832914480926,5.0
14:09,8.806040105239374,0.2970129793895365,5.0
14:10,11.120252477544662,0.354816696696276,7.0
14:11,13.155514556725588,0.39090409882254806,9.5
14:12,12.039836636314943,0.37178442288192814,8.0
14:13,14.162729980010607,0.42432432153170363,10.0
14:14,16.669647813483007,0.4752167853904155,13.0
15:01,7.085714285714285,0.32411976911976936,2.0
15:02,2.0107142857142857,0.07328342023802202,1.0
15:03,5.147619047619048,0.1884282124781197,3.0
15:04,3.6119612403100776,0.11653607319177411,3.0
15:05,3.55527001034957,0.13533906170936977,2.0
15:06,5.135690240054614,0.18351908737038053,2.5
15:07,6.604346296658198,0.24423288606174104,3.5
15:08,7.068011422135681,0.2419952974610146,4.0
15:09,8.173583425012685,0.2900420447526486,5.0
15:10,10.63872685866425,0.34079059468099016,6.5
15:11,11.972966905023835,0.35382334422887607,8.0
15:12,11.181245889316921,0.3573100660215888,7.0
15:13,14.32314952806756,0.4119360383856257,9.0
15:14,16.219043244307368,0.48215629221032236,14.0
